CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,PredictedLabel,ProbabilityFavorable
0_to_200,17,credits_paid_to_date,car_used,778,less_100,less_1,2,female,co-applicant,2,savings_insurance,37,bank,own,1,unemployed,1,none,yes,No Risk,No Risk,0.8840835090000001
no_checking,27,prior_payments_delayed,appliances,5202,500_to_1000,greater_7,4,female,guarantor,4,car_other,54,bank,own,1,unemployed,1,yes,no,No Risk,Risk,0.23123175899999998
no_checking,24,prior_payments_delayed,education,4762,greater_1000,1_to_4,4,female,none,4,savings_insurance,37,stores,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.66161467
less_0,17,credits_paid_to_date,car_used,1813,less_100,less_1,3,female,none,3,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.913399029
no_checking,17,credits_paid_to_date,car_used,1625,100_to_500,4_to_7,4,male,none,4,real_estate,25,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.686810995
no_checking,44,prior_payments_delayed,other,6635,unknown,4_to_7,5,male,guarantor,4,car_other,44,none,free,2,skilled,1,yes,yes,No Risk,Risk,0.189866184
no_checking,26,all_credits_paid_back,furniture,1466,less_100,less_1,2,female,none,3,real_estate,33,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.7856017270000001
less_0,7,all_credits_paid_back,appliances,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
0_to_200,5,prior_payments_delayed,vacation,250,500_to_1000,1_to_4,2,male,co-applicant,2,savings_insurance,27,stores,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.8895747970000001
0_to_200,30,credits_paid_to_date,appliances,3050,100_to_500,1_to_4,3,female,none,2,car_other,33,none,rent,2,skilled,1,none,yes,Risk,No Risk,0.673165392
0_to_200,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,25,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9807180759999999
0_to_200,15,prior_payments_delayed,car_new,2104,500_to_1000,4_to_7,3,male,none,3,savings_insurance,38,none,own,3,skilled,1,yes,yes,Risk,No Risk,0.729406054
no_checking,12,credits_paid_to_date,car_new,7624,greater_1000,1_to_4,4,male,none,3,savings_insurance,38,none,own,2,management_self-employed,1,yes,yes,Risk,No Risk,0.642932953
no_checking,30,prior_payments_delayed,appliances,5255,100_to_500,greater_7,3,male,none,2,car_other,46,none,own,1,skilled,1,none,yes,Risk,Risk,0.431475709
no_checking,32,prior_payments_delayed,furniture,2338,500_to_1000,greater_7,3,male,none,3,savings_insurance,44,stores,own,1,unskilled,1,yes,no,Risk,No Risk,0.519700191
no_checking,37,prior_payments_delayed,furniture,4887,unknown,greater_7,4,male,co-applicant,3,car_other,59,none,free,2,skilled,1,yes,yes,No Risk,Risk,0.107895819
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
less_0,10,prior_payments_delayed,repairs,2319,100_to_500,4_to_7,3,male,none,3,savings_insurance,43,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.753670926
no_checking,19,credits_paid_to_date,business,1779,100_to_500,less_1,3,male,none,2,real_estate,41,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.808380207
0_to_200,18,all_credits_paid_back,furniture,2069,500_to_1000,unemployed,2,female,none,3,car_other,32,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.8143305479999999
0_to_200,5,no_credits,car_new,1791,less_100,unemployed,2,male,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.972341845
greater_200,26,prior_payments_delayed,appliances,5583,500_to_1000,4_to_7,4,male,none,2,savings_insurance,42,none,own,3,management_self-employed,1,yes,yes,No Risk,No Risk,0.583405001
0_to_200,10,credits_paid_to_date,furniture,2407,less_100,1_to_4,3,male,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.903537423
no_checking,40,prior_payments_delayed,radio_tv,9988,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,43,none,free,2,skilled,1,yes,yes,Risk,Risk,0.157822451
less_0,4,all_credits_paid_back,education,250,less_100,less_1,2,male,none,1,real_estate,20,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9834559140000001
0_to_200,27,credits_paid_to_date,furniture,4793,greater_1000,4_to_7,4,male,none,2,savings_insurance,36,none,free,2,skilled,1,none,yes,No Risk,No Risk,0.6756426109999999
less_0,10,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,car_other,22,bank,own,1,unskilled,1,yes,yes,No Risk,No Risk,0.897153222
less_0,15,credits_paid_to_date,car_used,1441,less_100,less_1,2,female,none,1,savings_insurance,29,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.927366848
no_checking,20,outstanding_credit,radio_tv,7703,100_to_500,greater_7,5,male,co-applicant,4,car_other,50,none,free,2,management_self-employed,1,yes,yes,No Risk,Risk,0.276233727
no_checking,26,outstanding_credit,furniture,7724,greater_1000,greater_7,5,male,co-applicant,4,unknown,59,none,free,2,skilled,2,yes,yes,Risk,Risk,0.086607166
no_checking,8,prior_payments_delayed,car_new,4486,100_to_500,1_to_4,4,male,none,4,car_other,43,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.719034304
less_0,17,all_credits_paid_back,car_used,4093,less_100,less_1,2,female,none,2,savings_insurance,25,bank,own,1,unskilled,1,none,yes,No Risk,No Risk,0.925252505
no_checking,20,prior_payments_delayed,car_used,3401,100_to_500,1_to_4,3,female,none,3,car_other,54,none,own,2,skilled,1,none,yes,Risk,No Risk,0.5775072529999999
less_0,12,all_credits_paid_back,furniture,1077,less_100,1_to_4,3,female,none,1,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.911530423
0_to_200,4,no_credits,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,29,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.970260192
0_to_200,45,prior_payments_delayed,appliances,5677,unknown,4_to_7,3,male,none,2,unknown,42,stores,own,2,unskilled,1,yes,yes,No Risk,No Risk,0.600239391
less_0,4,all_credits_paid_back,repairs,250,less_100,less_1,1,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9806525140000001
less_0,14,all_credits_paid_back,vacation,2162,less_100,1_to_4,3,female,none,1,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.920421112
0_to_200,4,all_credits_paid_back,furniture,250,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.981843522
no_checking,35,outstanding_credit,radio_tv,6499,greater_1000,greater_7,3,male,co-applicant,3,unknown,48,none,free,2,skilled,1,yes,yes,Risk,Risk,0.09696373300000001
no_checking,27,credits_paid_to_date,education,4364,greater_1000,less_1,3,male,none,4,car_other,23,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.644263923
greater_200,26,outstanding_credit,car_used,4334,500_to_1000,greater_7,4,male,none,4,savings_insurance,38,stores,own,2,unskilled,1,yes,yes,Risk,No Risk,0.630395606
no_checking,19,outstanding_credit,car_used,1828,greater_1000,4_to_7,2,male,none,3,savings_insurance,24,stores,own,2,skilled,1,none,yes,No Risk,No Risk,0.729302728
less_0,10,all_credits_paid_back,car_new,530,100_to_500,4_to_7,3,female,none,1,real_estate,43,none,own,2,skilled,2,none,no,No Risk,No Risk,0.825788497
0_to_200,20,prior_payments_delayed,furniture,250,500_to_1000,1_to_4,1,female,none,3,savings_insurance,32,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.805694418
0_to_200,20,credits_paid_to_date,retraining,4660,500_to_1000,4_to_7,2,male,co-applicant,3,car_other,39,stores,own,1,skilled,1,yes,yes,No Risk,No Risk,0.599673379
less_0,4,credits_paid_to_date,car_new,584,less_100,4_to_7,2,male,none,2,savings_insurance,29,stores,own,1,unskilled,1,yes,yes,Risk,No Risk,0.926005243
0_to_200,32,prior_payments_delayed,car_used,3144,500_to_1000,4_to_7,3,male,none,3,car_other,33,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.647434379
greater_200,13,prior_payments_delayed,furniture,4792,100_to_500,1_to_4,2,male,none,2,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.859047612
0_to_200,13,prior_payments_delayed,car_new,3864,less_100,4_to_7,2,male,none,2,savings_insurance,37,none,own,1,management_self-employed,1,none,yes,No Risk,No Risk,0.837058251
no_checking,12,credits_paid_to_date,car_used,689,less_100,1_to_4,1,male,none,2,savings_insurance,48,none,rent,1,skilled,2,none,yes,No Risk,No Risk,0.821094015
less_0,12,all_credits_paid_back,car_used,250,less_100,1_to_4,3,female,none,1,savings_insurance,28,stores,own,2,skilled,1,none,yes,Risk,No Risk,0.8597619959999999
0_to_200,17,credits_paid_to_date,vacation,250,less_100,unemployed,1,female,none,1,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.933925582
no_checking,34,outstanding_credit,appliances,5420,unknown,greater_7,5,male,none,5,car_other,49,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.204361763
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk,No Risk,0.9443215
no_checking,35,prior_payments_delayed,vacation,7060,500_to_1000,greater_7,5,male,none,3,savings_insurance,42,none,free,2,management_self-employed,1,none,yes,Risk,No Risk,0.5328334610000001
less_0,6,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
no_checking,34,prior_payments_delayed,appliances,4839,unknown,4_to_7,4,male,none,5,car_other,40,none,own,2,skilled,2,none,yes,Risk,Risk,0.473611768
no_checking,24,outstanding_credit,appliances,5154,unknown,greater_7,5,male,none,5,car_other,34,none,own,1,skilled,2,yes,yes,Risk,Risk,0.432204085
0_to_200,24,credits_paid_to_date,retraining,3859,less_100,less_1,2,female,none,3,real_estate,28,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.8655840509999999
less_0,17,prior_payments_delayed,radio_tv,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9036825490000001
greater_200,25,credits_paid_to_date,furniture,4114,100_to_500,1_to_4,2,female,none,2,savings_insurance,36,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.731133122
0_to_200,7,credits_paid_to_date,car_new,250,less_100,4_to_7,2,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.95380024
no_checking,30,prior_payments_delayed,appliances,5786,100_to_500,1_to_4,4,female,none,4,car_other,42,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.5806746279999999
no_checking,20,outstanding_credit,radio_tv,8817,100_to_500,4_to_7,5,male,none,4,unknown,51,none,own,2,skilled,2,yes,yes,Risk,Risk,0.341553634
0_to_200,20,credits_paid_to_date,radio_tv,3688,less_100,1_to_4,2,male,none,2,savings_insurance,30,none,own,1,skilled,1,yes,yes,No Risk,No Risk,0.8093877140000001
0_to_200,18,prior_payments_delayed,education,2898,greater_1000,1_to_4,2,male,none,3,car_other,36,none,own,2,skilled,1,none,yes,No Risk,No Risk,0.7100375309999999
0_to_200,33,all_credits_paid_back,radio_tv,2233,less_100,1_to_4,3,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.8342393659999999
no_checking,39,outstanding_credit,repairs,3860,greater_1000,greater_7,4,male,none,4,savings_insurance,30,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.552561493
0_to_200,16,prior_payments_delayed,radio_tv,3193,less_100,1_to_4,2,male,none,3,savings_insurance,40,none,free,1,skilled,1,none,no,No Risk,No Risk,0.762991917
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9620755609999999
no_checking,33,outstanding_credit,appliances,7204,500_to_1000,4_to_7,4,male,co-applicant,5,car_other,54,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.142041223
no_checking,29,prior_payments_delayed,appliances,6267,100_to_500,4_to_7,3,female,guarantor,4,savings_insurance,46,none,free,2,skilled,1,yes,yes,Risk,Risk,0.302538746
no_checking,25,outstanding_credit,education,8898,500_to_1000,greater_7,5,male,co-applicant,4,car_other,47,none,free,2,management_self-employed,1,yes,yes,Risk,Risk,0.125469268
0_to_200,7,prior_payments_delayed,furniture,2926,less_100,1_to_4,2,female,none,2,car_other,36,bank,own,1,unskilled,1,none,yes,No Risk,No Risk,0.868816081
no_checking,42,prior_payments_delayed,repairs,8992,unknown,greater_7,5,female,none,4,unknown,63,bank,own,2,unemployed,2,yes,yes,No Risk,Risk,0.19888289
no_checking,13,credits_paid_to_date,vacation,5238,greater_1000,greater_7,3,male,none,4,car_other,38,none,own,1,skilled,1,none,yes,Risk,No Risk,0.661596754
no_checking,29,prior_payments_delayed,furniture,4869,unknown,greater_7,4,female,none,2,car_other,53,stores,own,2,unskilled,1,yes,yes,No Risk,Risk,0.33970118
0_to_200,7,all_credits_paid_back,car_new,985,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.961441125
no_checking,30,outstanding_credit,repairs,7489,greater_1000,4_to_7,5,female,none,3,unknown,51,stores,own,2,unskilled,1,yes,yes,No Risk,Risk,0.357276249
greater_200,20,credits_paid_to_date,retraining,4399,less_100,4_to_7,4,female,none,2,savings_insurance,35,stores,own,1,unskilled,1,none,yes,No Risk,No Risk,0.758464516
0_to_200,28,outstanding_credit,furniture,4804,500_to_1000,4_to_7,4,male,none,3,unknown,45,none,own,1,skilled,1,yes,yes,Risk,No Risk,0.514400413
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.981272006
no_checking,38,prior_payments_delayed,repairs,5535,greater_1000,greater_7,5,male,none,4,savings_insurance,40,none,own,2,skilled,1,none,yes,Risk,No Risk,0.520604779
no_checking,34,credits_paid_to_date,business,6459,500_to_1000,4_to_7,4,female,none,2,car_other,39,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.649851717
0_to_200,20,credits_paid_to_date,retraining,4701,less_100,1_to_4,3,male,none,2,real_estate,27,none,own,2,management_self-employed,1,none,yes,No Risk,No Risk,0.833573665
0_to_200,4,no_credits,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9689111859999999
greater_200,24,outstanding_credit,car_used,4419,500_to_1000,4_to_7,4,male,none,4,car_other,58,none,own,2,skilled,1,yes,yes,Risk,Risk,0.48369307899999997
no_checking,16,credits_paid_to_date,retraining,1492,greater_1000,1_to_4,2,male,none,3,real_estate,29,none,own,1,skilled,2,none,yes,No Risk,No Risk,0.86651913
no_checking,32,prior_payments_delayed,business,7373,500_to_1000,greater_7,5,male,none,5,unknown,47,none,free,2,skilled,1,yes,yes,Risk,Risk,0.224602644
0_to_200,16,credits_paid_to_date,car_new,2606,less_100,1_to_4,3,male,none,2,car_other,19,stores,own,1,unskilled,2,none,yes,No Risk,No Risk,0.8399695970000001
no_checking,28,prior_payments_delayed,retraining,6500,500_to_1000,4_to_7,4,female,none,3,car_other,43,none,own,2,skilled,2,yes,yes,No Risk,Risk,0.434304166
no_checking,40,outstanding_credit,radio_tv,8433,greater_1000,4_to_7,5,male,co-applicant,4,unknown,43,none,free,2,management_self-employed,2,yes,yes,Risk,Risk,0.184682142
0_to_200,17,credits_paid_to_date,appliances,4869,500_to_1000,4_to_7,3,female,none,3,savings_insurance,33,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.749994245
less_0,4,all_credits_paid_back,education,935,less_100,1_to_4,2,female,none,2,car_other,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.929930213
no_checking,30,outstanding_credit,furniture,4906,500_to_1000,4_to_7,4,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,Risk,No Risk,0.546308867
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,29,none,rent,2,skilled,1,none,yes,No Risk,No Risk,0.95636081
no_checking,29,prior_payments_delayed,education,5897,100_to_500,4_to_7,4,male,none,4,savings_insurance,52,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.561937874
no_checking,21,outstanding_credit,appliances,5092,unknown,greater_7,3,male,guarantor,5,unknown,67,bank,own,2,unemployed,2,yes,yes,Risk,Risk,0.31951585
no_checking,31,prior_payments_delayed,business,7644,500_to_1000,1_to_4,3,male,none,3,car_other,44,none,own,2,skilled,1,yes,yes,No Risk,No Risk,0.519825064
less_0,4,all_credits_paid_back,car_new,2275,less_100,unemployed,2,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,No Risk,0.9523396059999999
less_0,17,no_credits,vacation,1188,less_100,unemployed,2,female,none,1,savings_insurance,24,none,rent,1,management_self-employed,1,none,yes,No Risk,No Risk,0.9364937390000001
0_to_200,31,outstanding_credit,appliances,7252,100_to_500,greater_7,4,female,none,3,car_other,39,stores,own,2,skilled,1,none,yes,Risk,No Risk,0.562046768
0_to_200,14,credits_paid_to_date,education,4252,less_100,less_1,2,female,none,2,real_estate,27,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.945514485
less_0,11,all_credits_paid_back,furniture,1213,100_to_500,less_1,1,female,co-applicant,3,real_estate,33,stores,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.929736957
no_checking,25,outstanding_credit,car_used,4947,unknown,greater_7,4,male,co-applicant,5,car_other,50,none,own,2,skilled,2,yes,yes,Risk,Risk,0.134185622
no_checking,35,prior_payments_delayed,appliances,2281,500_to_1000,4_to_7,2,female,none,4,car_other,44,none,own,2,skilled,1,none,yes,Risk,Risk,0.451417093
no_checking,35,prior_payments_delayed,appliances,4945,500_to_1000,4_to_7,4,male,none,3,car_other,44,none,own,2,skilled,1,none,yes,Risk,Risk,0.468176716
no_checking,23,prior_payments_delayed,furniture,5875,100_to_500,1_to_4,4,male,none,4,car_other,50,none,own,2,management_self-employed,1,yes,yes,No Risk,No Risk,0.541021942
less_0,12,all_credits_paid_back,furniture,3424,100_to_500,less_1,2,male,none,3,car_other,29,none,rent,1,skilled,2,none,yes,No Risk,No Risk,0.896028679
0_to_200,19,prior_payments_delayed,retraining,2538,100_to_500,1_to_4,3,male,none,3,car_other,25,none,rent,1,skilled,1,none,yes,Risk,No Risk,0.769722169
no_checking,33,prior_payments_delayed,furniture,8728,100_to_500,4_to_7,5,male,co-applicant,3,unknown,50,none,own,2,skilled,1,yes,no,Risk,Risk,0.24830386699999998
no_checking,14,credits_paid_to_date,car_new,2954,less_100,4_to_7,3,male,none,4,savings_insurance,36,stores,own,2,unskilled,1,none,yes,No Risk,No Risk,0.6762256809999999
no_checking,31,prior_payments_delayed,appliances,7474,500_to_1000,4_to_7,4,male,none,4,savings_insurance,40,none,own,2,skilled,2,none,no,Risk,No Risk,0.527784202
0_to_200,8,all_credits_paid_back,car_used,250,less_100,less_1,1,female,none,1,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,No Risk,0.9821069090000001
no_checking,33,prior_payments_delayed,furniture,7004,unknown,1_to_4,4,male,none,3,car_other,45,none,own,2,skilled,1,yes,yes,Risk,Risk,0.47274368299999997
no_checking,18,credits_paid_to_date,furniture,4850,greater_1000,1_to_4,3,male,none,3,savings_insurance,48,stores,own,2,unskilled,2,none,yes,No Risk,No Risk,0.639854591
no_checking,30,outstanding_credit,furniture,6805,500_to_1000,1_to_4,3,male,none,4,unknown,60,none,own,2,skilled,2,yes,yes,Risk,Risk,0.39521079200000003
less_0,23,prior_payments_delayed,furniture,250,less_100,1_to_4,2,female,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,No Risk,0.831776042
0_to_200,25,credits_paid_to_date,radio_tv,1856,less_100,4_to_7,2,male,none,3,savings_insurance,30,bank,own,2,unemployed,2,yes,yes,No Risk,No Risk,0.76739127
less_0,18,credits_paid_to_date,vacation,4466,less_100,4_to_7,4,male,none,2,savings_insurance,22,bank,rent,1,unskilled,1,none,yes,No Risk,No Risk,0.840030411
